ID,TYPE
4877414,GENERAL ACUTE CARE
72577584,GENERAL ACUTE CARE
73475082,GENERAL ACUTE CARE
9976520,GENERAL ACUTE CARE
74375006,GENERAL ACUTE CARE
123444120,LONG TERM CARE
123745662,GENERAL ACUTE CARE
75677479,GENERAL ACUTE CARE
76277389,GENERAL ACUTE CARE
128345040,PSYCHIATRIC
78178503,GENERAL ACUTE CARE
79478404,GENERAL ACUTE CARE
122045213,PSYCHIATRIC
127445237,PSYCHIATRIC
80676034,GENERAL ACUTE CARE
147322801,GENERAL ACUTE CARE
147522664,CRITICAL ACCESS
157767701,CRITICAL ACCESS
1074464,CRITICAL ACCESS
2987327,CRITICAL ACCESS
3174571,CRITICAL ACCESS
21,MILITARY
13829209,MILITARY
149198168,PSYCHIATRIC
9668701,GENERAL ACUTE CARE
153482801,GENERAL ACUTE CARE
92,GENERAL ACUTE CARE
28377087,LONG TERM CARE
31777450,LONG TERM CARE
41677505,LONG TERM CARE
48777384,LONG TERM CARE
58775235,LONG TERM CARE
140975461,GENERAL ACUTE CARE
5530467,CRITICAL ACCESS
77077090,LONG TERM CARE
77277375,LONG TERM CARE
82278665,LONG TERM CARE
39679347,CRITICAL ACCESS
47278240,LONG TERM CARE
1396755,GENERAL ACUTE CARE
1878751,PSYCHIATRIC
3676011,PSYCHIATRIC
12778414,PSYCHIATRIC
18579905,PSYCHIATRIC
25077004,PSYCHIATRIC
27277021,PSYCHIATRIC
27677090,PSYCHIATRIC
45375785,PSYCHIATRIC
46778229,PSYCHIATRIC
58275228,PSYCHIATRIC
134675010,PSYCHIATRIC
141876022,PSYCHIATRIC
75777407,PSYCHIATRIC
78478503,PSYCHIATRIC
78777701,PSYCHIATRIC
1796763,SPECIAL
1896816,SPECIAL
2496817,REHABILITATION
14875237,REHABILITATION
38275149,REHABILITATION
42575075,REHABILITATION
44275080,REHABILITATION
46678240,REHABILITATION
48877384,REHABILITATION
49577478,REHABILITATION
51875501,REHABILITATION
56378596,REHABILITATION
139378704,REHABILITATION
140678130,REHABILITATION
72278251,REHABILITATION
77477598,REHABILITATION
82078041,REHABILITATION
6677401,SPECIAL
21976132,SPECIAL
28077090,SPECIAL
54175701,SPECIAL
78578539,WOMEN
5235462,GENERAL ACUTE CARE
9735609,PSYCHIATRIC
335211,GENERAL ACUTE CARE
8736033,GENERAL ACUTE CARE
552136,CRITICAL ACCESS
1583221,GENERAL ACUTE CARE
2983854,LONG TERM CARE
5483854,REHABILITATION
7460624,GENERAL ACUTE CARE
99760622,GENERAL ACUTE CARE
4060640,GENERAL ACUTE CARE
6362040,GENERAL ACUTE CARE
16862249,CRITICAL ACCESS
15761443,CRITICAL ACCESS
13092028,GENERAL ACUTE CARE
2793001,PSYCHIATRIC
26991360,GENERAL ACUTE CARE
31795687,GENERAL ACUTE CARE
36794558,GENERAL ACUTE CARE
694501,GENERAL ACUTE CARE
52394538,GENERAL ACUTE CARE
5690301,GENERAL ACUTE CARE
7690701,PSYCHIATRIC
4680918,PSYCHIATRIC
6680461,CRITICAL ACCESS
6281036,GENERAL ACUTE CARE
15491733,GENERAL ACUTE CARE
24790033,GENERAL ACUTE CARE
38190095,GENERAL ACUTE CARE
10092262,GENERAL ACUTE CARE
37892501,GENERAL ACUTE CARE
37992555,GENERAL ACUTE CARE
44492562,GENERAL ACUTE CARE
44592595,GENERAL ACUTE CARE
39994403,GENERAL ACUTE CARE
42796001,GENERAL ACUTE CARE
32093514,GENERAL ACUTE CARE
27694904,GENERAL ACUTE CARE
27595340,PSYCHIATRIC
8093720,GENERAL ACUTE CARE
22793306,GENERAL ACUTE CARE
22893240,GENERAL ACUTE CARE
39393301,GENERAL ACUTE CARE
27195521,GENERAL ACUTE CARE
41595501,PSYCHIATRIC
12092243,GENERAL ACUTE CARE
34992227,GENERAL ACUTE CARE
31393906,GENERAL ACUTE CARE
7792627,GENERAL ACUTE CARE
13492708,GENERAL ACUTE CARE
31492663,PSYCHIATRIC
52892805,GENERAL ACUTE CARE
10495350,GENERAL ACUTE CARE
31895993,PSYCHIATRIC
43293257,GENERAL ACUTE CARE
6531728,GENERAL ACUTE CARE
5331030,GENERAL ACUTE CARE
12631082,GENERAL ACUTE CARE
17830312,GENERAL ACUTE CARE
4180130,PSYCHIATRIC
580011,REHABILITATION
780229,LONG TERM CARE
10531329,GENERAL ACUTE CARE
7930635,GENERAL ACUTE CARE
8030401,GENERAL ACUTE CARE
16530165,GENERAL ACUTE CARE
192643209,PSYCHIATRIC
6630650,CRITICAL ACCESS
18931907,PSYCHIATRIC
18230901,GENERAL ACUTE CARE
20531210,PSYCHIATRIC
5431063,GENERAL ACUTE CARE
3331602,PSYCHIATRIC
1828425,GENERAL ACUTE CARE
74995441,PSYCHIATRIC
360107,PSYCHIATRIC
4260085,GENERAL ACUTE CARE
86,MILITARY
14970346,GENERAL ACUTE CARE
19570380,GENERAL ACUTE CARE
8470363,GENERAL ACUTE CARE
1370510,GENERAL ACUTE CARE
18270070,GENERAL ACUTE CARE
5671291,LONG TERM CARE
7971291,GENERAL ACUTE CARE
14170506,GENERAL ACUTE CARE
12071303,PSYCHIATRIC
15471301,GENERAL ACUTE CARE
7371270,GENERAL ACUTE CARE
7071295,GENERAL ACUTE CARE
10770586,GENERAL ACUTE CARE
21070775,GENERAL ACUTE CARE
2171112,LONG TERM CARE
4371446,GENERAL ACUTE CARE
9771446,REHABILITATION
16571449,GENERAL ACUTE CARE
2470726,LONG TERM CARE
14570578,GENERAL ACUTE CARE
9270435,GENERAL ACUTE CARE
17170458,GENERAL ACUTE CARE
454311,GENERAL ACUTE CARE
11570403,REHABILITATION
11970815,GENERAL ACUTE CARE
12670605,PSYCHIATRIC
20870663,GENERAL ACUTE CARE
971101,PSYCHIATRIC
1453715,LONG TERM CARE
8653227,LONG TERM CARE
3392311,GENERAL ACUTE CARE
6791710,GENERAL ACUTE CARE
10192392,GENERAL ACUTE CARE
23991764,GENERAL ACUTE CARE
2692128,PSYCHIATRIC
35892105,LONG TERM CARE
38792110,PSYCHIATRIC
39893401,PSYCHIATRIC
51793003,GENERAL ACUTE CARE
594602,GENERAL ACUTE CARE
13694538,PSYCHIATRIC
49294601,PSYCHIATRIC
49494578,PSYCHIATRIC
1993534,GENERAL ACUTE CARE
2491724,PSYCHIATRIC
9890505,PSYCHIATRIC
12391436,GENERAL ACUTE CARE
17290027,GENERAL ACUTE CARE
23491791,GENERAL ACUTE CARE
24890502,GENERAL ACUTE CARE
40495128,GENERAL ACUTE CARE
16093309,GENERAL ACUTE CARE
11496122,GENERAL ACUTE CARE
35195971,GENERAL ACUTE CARE
41696020,GENERAL ACUTE CARE
48996160,GENERAL ACUTE CARE
17392647,GENERAL ACUTE CARE
35092670,GENERAL ACUTE CARE
52792705,GENERAL ACUTE CARE
22193291,GENERAL ACUTE CARE
50393274,GENERAL ACUTE CARE
13531406,PSYCHIATRIC
18631406,PSYCHIATRIC
1327704,GENERAL ACUTE CARE
8828117,GENERAL ACUTE CARE
15247904,LONG TERM CARE
1027804,GENERAL ACUTE CARE
1128401,GENERAL ACUTE CARE
5470115,PSYCHIATRIC
16770131,PSYCHIATRIC
10071303,PSYCHIATRIC
2270648,GENERAL ACUTE CARE
270427,LONG TERM CARE
10471103,GENERAL ACUTE CARE
15654985,PSYCHIATRIC
70292311,GENERAL ACUTE CARE
70695354,LONG TERM CARE
71592028,GENERAL ACUTE CARE
72990231,GENERAL ACUTE CARE
73395307,PSYCHIATRIC
82731014,CRITICAL ACCESS
3153704,PSYCHIATRIC
83331093,GENERAL ACUTE CARE
83830501,GENERAL ACUTE CARE
84130281,GENERAL ACUTE CARE
84630655,GENERAL ACUTE CARE
85131603,GENERAL ACUTE CARE
85231201,PSYCHIATRIC
85631023,GENERAL ACUTE CARE
86030084,GENERAL ACUTE CARE
84931634,CRITICAL ACCESS
85330223,GENERAL ACUTE CARE
86130308,GENERAL ACUTE CARE
86430096,GENERAL ACUTE CARE
86530329,CHILDREN
87431061,GENERAL ACUTE CARE
88131520,GENERAL ACUTE CARE
88330046,PSYCHIATRIC
88631036,GENERAL ACUTE CARE
88931545,GENERAL ACUTE CARE
150554451,CRITICAL ACCESS
89730474,GENERAL ACUTE CARE
89230240,GENERAL ACUTE CARE
152453578,GENERAL ACUTE CARE
162471106,LONG TERM CARE
159270517,GENERAL ACUTE CARE
175740511,MILITARY
29177054,GENERAL ACUTE CARE
12595926,GENERAL ACUTE CARE
163370518,PSYCHIATRIC
2531021,MILITARY
2694553,MILITARY
3391343,GENERAL ACUTE CARE
2795655,MILITARY
162571457,LONG TERM CARE
163870403,GENERAL ACUTE CARE
163270448,GENERAL ACUTE CARE
59192354,CHILDREN
59294158,GENERAL ACUTE CARE
12695926,REHABILITATION
13195969,GENERAL ACUTE CARE
33295966,GENERAL ACUTE CARE
44896080,GENERAL ACUTE CARE
3492357,MILITARY
8492411,GENERAL ACUTE CARE
18592335,GENERAL ACUTE CARE
9980631,GENERAL ACUTE CARE
3592161,MILITARY
28170072,LONG TERM CARE
25992354,GENERAL ACUTE CARE
37092373,GENERAL ACUTE CARE
52192392,GENERAL ACUTE CARE
15591942,GENERAL ACUTE CARE
36992123,CHILDREN
41192037,GENERAL ACUTE CARE
41292103,GENERAL ACUTE CARE
41391910,GENERAL ACUTE CARE
42091911,GENERAL ACUTE CARE
42392111,REHABILITATION
42492123,GENERAL ACUTE CARE
6694133,GENERAL ACUTE CARE
47295642,GENERAL ACUTE CARE
43793065,GENERAL ACUTE CARE
45593010,GENERAL ACUTE CARE
34894954,GENERAL ACUTE CARE
40695405,GENERAL ACUTE CARE
21795688,GENERAL ACUTE CARE
31694533,GENERAL ACUTE CARE
48594590,GENERAL ACUTE CARE
14993111,GENERAL ACUTE CARE
27493454,GENERAL ACUTE CARE
37393105,REHABILITATION
47595531,GENERAL ACUTE CARE
44095370,GENERAL ACUTE CARE
44195370,GENERAL ACUTE CARE
27895249,GENERAL ACUTE CARE
1094704,GENERAL ACUTE CARE
6494609,CHILDREN
11594546,GENERAL ACUTE CARE
19294611,GENERAL ACUTE CARE
21295336,GENERAL ACUTE CARE
48795376,GENERAL ACUTE CARE
1691768,REHABILITATION
4690015,GENERAL ACUTE CARE
5391767,GENERAL ACUTE CARE
5490704,GENERAL ACUTE CARE
5590048,GENERAL ACUTE CARE
6290027,CHILDREN
6891723,GENERAL ACUTE CARE
6991790,GENERAL ACUTE CARE
15190017,GENERAL ACUTE CARE
16491355,GENERAL ACUTE CARE
17491105,GENERAL ACUTE CARE
18291335,PSYCHIATRIC
20690710,GENERAL ACUTE CARE
21191367,GENERAL ACUTE CARE
22990637,GENERAL ACUTE CARE
23090056,GENERAL ACUTE CARE
26390806,GENERAL ACUTE CARE
32191328,GENERAL ACUTE CARE
35391767,GENERAL ACUTE CARE
35590602,GENERAL ACUTE CARE
35991345,GENERAL ACUTE CARE
42891403,GENERAL ACUTE CARE
44990262,GENERAL ACUTE CARE
46390801,GENERAL ACUTE CARE
49890813,REHABILITATION
49990505,GENERAL ACUTE CARE
51390033,GENERAL ACUTE CARE
51591405,GENERAL ACUTE CARE
52990033,GENERAL ACUTE CARE
47995453,GENERAL ACUTE CARE
3892270,REHABILITATION
19792505,GENERAL ACUTE CARE
34592503,GENERAL ACUTE CARE
37792506,PSYCHIATRIC
6595008,CHILDREN
46894305,GENERAL ACUTE CARE
28694025,GENERAL ACUTE CARE
29894401,GENERAL ACUTE CARE
29196001,GENERAL ACUTE CARE
19895661,GENERAL ACUTE CARE
48495661,GENERAL ACUTE CARE
20394903,GENERAL ACUTE CARE
28193635,GENERAL ACUTE CARE
7193612,GENERAL ACUTE CARE
27995667,GENERAL ACUTE CARE
17994520,PSYCHIATRIC
18194598,GENERAL ACUTE CARE
7995932,GENERAL ACUTE CARE
15093308,GENERAL ACUTE CARE
28893301,GENERAL ACUTE CARE
29493311,GENERAL ACUTE CARE
20795823,GENERAL ACUTE CARE
28995630,GENERAL ACUTE CARE
29395608,GENERAL ACUTE CARE
29595823,GENERAL ACUTE CARE
47895816,GENERAL ACUTE CARE
51195817,GENERAL ACUTE CARE
14495501,GENERAL ACUTE CARE
14895988,GENERAL ACUTE CARE
12796097,GENERAL ACUTE CARE
7681502,GENERAL ACUTE CARE
29296067,GENERAL ACUTE CARE
8193940,GENERAL ACUTE CARE
392801,GENERAL ACUTE CARE
7592704,GENERAL ACUTE CARE
30392677,GENERAL ACUTE CARE
30492691,GENERAL ACUTE CARE
38392653,GENERAL ACUTE CARE
51292668,GENERAL ACUTE CARE
28295355,GENERAL ACUTE CARE
3030428,GENERAL ACUTE CARE
8130701,GENERAL ACUTE CARE
17930303,GENERAL ACUTE CARE
18130342,GENERAL ACUTE CARE
15930263,GENERAL ACUTE CARE
14830060,GENERAL ACUTE CARE
16730067,GENERAL ACUTE CARE
6130041,GENERAL ACUTE CARE
14330165,GENERAL ACUTE CARE
20930165,PSYCHIATRIC
15231904,GENERAL ACUTE CARE
4339845,GENERAL ACUTE CARE
8530322,CHILDREN
21730058,GENERAL ACUTE CARE
4430134,GENERAL ACUTE CARE
8970503,GENERAL ACUTE CARE
13870506,GENERAL ACUTE CARE
20270506,PSYCHIATRIC
12870115,GENERAL ACUTE CARE
18571201,GENERAL ACUTE CARE
10671282,GENERAL ACUTE CARE
11671270,GENERAL ACUTE CARE
20371241,GENERAL ACUTE CARE
18770441,GENERAL ACUTE CARE
18071075,GENERAL ACUTE CARE
770806,GENERAL ACUTE CARE
14070808,GENERAL ACUTE CARE
20770607,GENERAL ACUTE CARE
4971105,GENERAL ACUTE CARE
5071101,GENERAL ACUTE CARE
17071103,CHILDREN
754301,GENERAL ACUTE CARE
1253719,PSYCHIATRIC
1953963,GENERAL ACUTE CARE
2354303,GENERAL ACUTE CARE
2454729,GENERAL ACUTE CARE
3254971,GENERAL ACUTE CARE
21671115,GENERAL ACUTE CARE
3353792,GENERAL ACUTE CARE
3553098,GENERAL ACUTE CARE
4453818,GENERAL ACUTE CARE
4553566,GENERAL ACUTE CARE
8553227,GENERAL ACUTE CARE
14153066,PSYCHIATRIC
14754981,GENERAL ACUTE CARE
70892868,CHILDREN
18053718,REHABILITATION
58995403,GENERAL ACUTE CARE
23634210,PSYCHIATRIC
36133016,LONG TERM CARE
191677030,GENERAL ACUTE CARE
186777072,GENERAL ACUTE CARE
6666441,GENERAL ACUTE CARE
94852246,MILITARY
186179416,SPECIAL
3300000,GENERAL ACUTE CARE
6071958,GENERAL ACUTE CARE
272653,GENERAL ACUTE CARE
1172576,CRITICAL ACCESS
7272801,GENERAL ACUTE CARE
6272450,GENERAL ACUTE CARE
6772501,GENERAL ACUTE CARE
8966861,GENERAL ACUTE CARE
9472701,GENERAL ACUTE CARE
9500000,GENERAL ACUTE CARE
400000,GENERAL ACUTE CARE
2072756,GENERAL ACUTE CARE
66685351,LONG TERM CARE
65485704,REHABILITATION
1542602,GENERAL ACUTE CARE
3842743,CRITICAL ACCESS
6640311,GENERAL ACUTE CARE
64371852,GENERAL ACUTE CARE
6540359,CRITICAL ACCESS
5920646,GENERAL ACUTE CARE
2120832,GENERAL ACUTE CARE
2720707,GENERAL ACUTE CARE
2920903,PSYCHIATRIC
1848755,CRITICAL ACCESS
2048441,CRITICAL ACCESS
1048879,CRITICAL ACCESS
2649635,CRITICAL ACCESS
8348811,GENERAL ACUTE CARE
9349412,GENERAL ACUTE CARE
8049307,GENERAL ACUTE CARE
12049677,CRITICAL ACCESS
3848617,GENERAL ACUTE CARE
13049093,GENERAL ACUTE CARE
12448602,GENERAL ACUTE CARE
12548602,GENERAL ACUTE CARE
16048201,GENERAL ACUTE CARE
3649783,GENERAL ACUTE CARE
1949946,GENERAL ACUTE CARE
60,GENERAL ACUTE CARE
3249102,LONG TERM CARE
8156215,CRITICAL ACCESS
17965109,GENERAL ACUTE CARE
964116,GENERAL ACUTE CARE
5164402,CRITICAL ACCESS
14463131,GENERAL ACUTE CARE
7564063,GENERAL ACUTE CARE
764701,CRITICAL ACCESS
10663368,GENERAL ACUTE CARE
6365101,GENERAL ACUTE CARE
11463555,CRITICAL ACCESS
14863104,GENERAL ACUTE CARE
5965548,CRITICAL ACCESS
16065616,GENERAL ACUTE CARE
1163501,GENERAL ACUTE CARE
2465201,GENERAL ACUTE CARE
14763112,PSYCHIATRIC
180721902,MILITARY
7349801,MILITARY
10063353,CRITICAL ACCESS
663701,GENERAL ACUTE CARE
5263703,LONG TERM CARE
3265065,GENERAL ACUTE CARE
2663901,GENERAL ACUTE CARE
2963901,GENERAL ACUTE CARE
186557625,GENERAL ACUTE CARE
3639422,GENERAL ACUTE CARE
192543054,SPECIAL
6827103,GENERAL ACUTE CARE
6927549,GENERAL ACUTE CARE
5127330,GENERAL ACUTE CARE
7327565,GENERAL ACUTE CARE
4228207,GENERAL ACUTE CARE
12528210,GENERAL ACUTE CARE
2628744,GENERAL ACUTE CARE
7928741,GENERAL ACUTE CARE
12227403,GENERAL ACUTE CARE
7528779,GENERAL ACUTE CARE
11727533,GENERAL ACUTE CARE
2199574,CRITICAL ACCESS
327536,GENERAL ACUTE CARE
11628607,GENERAL ACUTE CARE
1427030,GENERAL ACUTE CARE
8228621,GENERAL ACUTE CARE
2528675,GENERAL ACUTE CARE
127216,GENERAL ACUTE CARE
2928640,GENERAL ACUTE CARE
10328722,GENERAL ACUTE CARE
5028602,GENERAL ACUTE CARE
10128352,GENERAL ACUTE CARE
3628777,GENERAL ACUTE CARE
6527371,GENERAL ACUTE CARE
10827959,GENERAL ACUTE CARE
1528541,GENERAL ACUTE CARE
5828017,GENERAL ACUTE CARE
1758318,CRITICAL ACCESS
3958639,CRITICAL ACCESS
3758552,CRITICAL ACCESS
2358623,CRITICAL ACCESS
4658103,LONG TERM CARE
4758122,GENERAL ACUTE CARE
13,MILITARY
758316,GENERAL ACUTE CARE
3658341,CRITICAL ACCESS
165558701,GENERAL ACUTE CARE
6058601,CRITICAL ACCESS
6158201,GENERAL ACUTE CARE
5185344,GENERAL ACUTE CARE
8685015,SPECIAL
9385018,PSYCHIATRIC
5647362,GENERAL ACUTE CARE
105568506,GENERAL ACUTE CARE
1846901,REHABILITATION
14332561,GENERAL ACUTE CARE
5632308,GENERAL ACUTE CARE
34032308,GENERAL ACUTE CARE
4185712,REHABILITATION
42232514,GENERAL ACUTE CARE
1632250,GENERAL ACUTE CARE
24032224,GENERAL ACUTE CARE
32932216,PSYCHIATRIC
41832216,PSYCHIATRIC
33132550,GENERAL ACUTE CARE
5032424,GENERAL ACUTE CARE
1732034,GENERAL ACUTE CARE
296727,GENERAL ACUTE CARE
5818235,GENERAL ACUTE CARE
16015301,GENERAL ACUTE CARE
16118431,GENERAL ACUTE CARE
5589451,GENERAL ACUTE CARE
2916001,GENERAL ACUTE CARE
17019565,PSYCHIATRIC
24317405,GENERAL ACUTE CARE
21818657,GENERAL ACUTE CARE
24215537,GENERAL ACUTE CARE
915213,LONG TERM CARE
79079782,CRITICAL ACCESS
9068763,CRITICAL ACCESS
1015132,LONG TERM CARE
12815143,GENERAL ACUTE CARE
13415241,PSYCHIATRIC
16715224,GENERAL ACUTE CARE
23816214,PSYCHIATRIC
3018603,GENERAL ACUTE CARE
5089447,GENERAL ACUTE CARE
4019118,GENERAL ACUTE CARE
9419102,REHABILITATION
11119107,GENERAL ACUTE CARE
5669210,CRITICAL ACCESS
20319152,GENERAL ACUTE CARE
25919128,GENERAL ACUTE CARE
20116828,PSYCHIATRIC
13944622,GENERAL ACUTE CARE
11943040,GENERAL ACUTE CARE
22916803,GENERAL ACUTE CARE
9816646,GENERAL ACUTE CARE
3219320,GENERAL ACUTE CARE
18019380,GENERAL ACUTE CARE
4489008,GENERAL ACUTE CARE
20219355,PSYCHIATRIC
20619468,GENERAL ACUTE CARE
25219320,MILITARY
4889820,GENERAL ACUTE CARE
4989415,CRITICAL ACCESS
4789049,GENERAL ACUTE CARE
2085602,GENERAL ACUTE CARE
2618702,REHABILITATION
6185643,GENERAL ACUTE CARE
19918017,GENERAL ACUTE CARE
8016105,GENERAL ACUTE CARE
10164154,GENERAL ACUTE CARE
4568959,CRITICAL ACCESS
16517801,GENERAL ACUTE CARE
187117603,PSYCHIATRIC
10319401,PSYCHIATRIC
10018510,GENERAL ACUTE CARE
245631,GENERAL ACUTE CARE
67785724,SPECIAL
24418510,GENERAL ACUTE CARE
19417543,GENERAL ACUTE CARE
12517604,GENERAL ACUTE CARE
13947750,GENERAL ACUTE CARE
68786409,SPECIAL
82931405,PSYCHIATRIC
4857701,GENERAL ACUTE CARE
3257108,SPECIAL
11143506,GENERAL ACUTE CARE
147922908,LONG TERM CARE
1455404,GENERAL ACUTE CARE
1055440,GENERAL ACUTE CARE
20424354,PSYCHIATRIC
4555744,GENERAL ACUTE CARE
2858220,CRITICAL ACCESS
10229566,GENERAL ACUTE CARE
10956136,CRITICAL ACCESS
9856175,CRITICAL ACCESS
314895,GENERAL ACUTE CARE
13674502,PSYCHIATRIC
2297467,CRITICAL ACCESS
5897756,GENERAL ACUTE CARE
1612534,GENERAL ACUTE CARE
14223607,REHABILITATION
1697630,CRITICAL ACCESS
5297601,GENERAL ACUTE CARE
3620190,GENERAL ACUTE CARE
12378404,CHILDREN
10845428,MILITARY
12523667,MILITARY
1397850,CRITICAL ACCESS
6797338,CRITICAL ACCESS
2798807,GENERAL ACUTE CARE
6897128,GENERAL ACUTE CARE
1197330,GENERAL ACUTE CARE
33279529,CRITICAL ACCESS
11514830,GENERAL ACUTE CARE
11161108,GENERAL ACUTE CARE
12411901,GENERAL ACUTE CARE
840504,REHABILITATION
14960936,CRITICAL ACCESS
161520,GENERAL ACUTE CARE
1421620,GENERAL ACUTE CARE
7975418,CRITICAL ACCESS
11176634,CRITICAL ACCESS
9561938,GENERAL ACUTE CARE
11479512,CRITICAL ACCESS
19276360,CRITICAL ACCESS
24479521,CRITICAL ACCESS
5221133,GENERAL ACUTE CARE
8738120,GENERAL ACUTE CARE
160169,PSYCHIATRIC
260640,PSYCHIATRIC
50177480,CRITICAL ACCESS
1960521,LONG TERM CARE
2360608,REHABILITATION
3160641,LONG TERM CARE
56179095,CRITICAL ACCESS
3860141,MILITARY
12160153,GENERAL ACUTE CARE
13861727,CRITICAL ACCESS
5925951,CRITICAL ACCESS
7040202,GENERAL ACUTE CARE
194629210,PSYCHIATRIC
4526452,GENERAL ACUTE CARE
7626537,CRITICAL ACCESS
2762703,GENERAL ACUTE CARE
6142167,GENERAL ACUTE CARE
9340353,GENERAL ACUTE CARE
2526354,CRITICAL ACCESS
473651,GENERAL ACUTE CARE
2474953,GENERAL ACUTE CARE
373034,LONG TERM CARE
761021,GENERAL ACUTE CARE
7861764,GENERAL ACUTE CARE
1673120,GENERAL ACUTE CARE
4073034,GENERAL ACUTE CARE
3473120,SPECIAL
2073114,SPECIAL
941008,CRITICAL ACCESS
4742502,GENERAL ACUTE CARE
9173129,GENERAL ACUTE CARE
13573141,PSYCHIATRIC
8162521,GENERAL ACUTE CARE
14062088,CRITICAL ACCESS
262002,GENERAL ACUTE CARE
2662002,GENERAL ACUTE CARE
3321601,GENERAL ACUTE CARE
5873120,SPECIAL
9573008,CHILDREN
1642064,GENERAL ACUTE CARE
5621157,GENERAL ACUTE CARE
4240031,PSYCHIATRIC
7173075,GENERAL ACUTE CARE
7473080,GENERAL ACUTE CARE
11573448,CRITICAL ACCESS
6621613,GENERAL ACUTE CARE
11673044,CRITICAL ACCESS
12574864,CRITICAL ACCESS
13474079,CRITICAL ACCESS
1460187,REHABILITATION
11973573,CRITICAL ACCESS
11174848,CRITICAL ACCESS
4421811,GENERAL ACUTE CARE
3173550,GENERAL ACUTE CARE
183729461,GENERAL ACUTE CARE
82232827,GENERAL ACUTE CARE
25377002,GENERAL ACUTE CARE
25777090,GENERAL ACUTE CARE
26277008,GENERAL ACUTE CARE
12073460,CRITICAL ACCESS
6259756,PSYCHIATRIC
10466213,GENERAL ACUTE CARE
33077566,GENERAL ACUTE CARE
33378045,GENERAL ACUTE CARE
34677351,GENERAL ACUTE CARE
94051031,CRITICAL ACCESS
37378504,GENERAL ACUTE CARE
37475069,GENERAL ACUTE CARE
40276180,GENERAL ACUTE CARE
100361265,GENERAL ACUTE CARE
50277479,GENERAL ACUTE CARE
54576384,GENERAL ACUTE CARE
55577598,GENERAL ACUTE CARE
58175231,GENERAL ACUTE CARE
59478503,GENERAL ACUTE CARE
133877380,GENERAL ACUTE CARE
110987106,CHILDREN
42,GENERAL ACUTE CARE
43,GENERAL ACUTE CARE
6379714,GENERAL ACUTE CARE
7677833,GENERAL ACUTE CARE
131074538,GENERAL ACUTE CARE
132697504,GENERAL ACUTE CARE
15075243,GENERAL ACUTE CARE
133397124,GENERAL ACUTE CARE
81977904,GENERAL ACUTE CARE
15576234,GENERAL ACUTE CARE
156747905,REHABILITATION
27477065,GENERAL ACUTE CARE
396817,GENERAL ACUTE CARE
9687108,GENERAL ACUTE CARE
11443219,MILITARY
7148602,MILITARY
156633,CRITICAL ACCESS
7939216,MILITARY
13957741,MILITARY
59,GENERAL ACUTE CARE
57,GENERAL ACUTE CARE
12016001,MILITARY
66,GENERAL ACUTE CARE
78,GENERAL ACUTE CARE
63,CRITICAL ACCESS
74,GENERAL ACUTE CARE
84,GENERAL ACUTE CARE
80,GENERAL ACUTE CARE
779124,LONG TERM CARE
10831750,GENERAL ACUTE CARE
100,GENERAL ACUTE CARE
95,CHILDREN
102,CHILDREN
90,GENERAL ACUTE CARE
104,GENERAL ACUTE CARE
39079756,CRITICAL ACCESS
3178756,LONG TERM CARE
5577701,LONG TERM CARE
46378223,GENERAL ACUTE CARE
16376208,LONG TERM CARE
18379902,LONG TERM CARE
18479902,LONG TERM CARE
20976132,LONG TERM CARE
49879081,GENERAL ACUTE CARE
47178212,LONG TERM CARE
134178232,GENERAL ACUTE CARE
15579930,MILITARY
73678962,GENERAL ACUTE CARE
71378232,GENERAL ACUTE CARE
134878207,CHILDREN
134978229,GENERAL ACUTE CARE
35175605,PSYCHIATRIC
73375070,PSYCHIATRIC
33693030,PSYCHIATRIC
77878666,PSYCHIATRIC
2396813,GENERAL ACUTE CARE
41075802,REHABILITATION
1336420,GENERAL ACUTE CARE
436693,PSYCHIATRIC
1196777,GENERAL ACUTE CARE
95250401,GENERAL ACUTE CARE
12651601,CRITICAL ACCESS
7352402,GENERAL ACUTE CARE
8550208,GENERAL ACUTE CARE
5150644,CRITICAL ACCESS
92552641,CRITICAL ACCESS
92852591,CRITICAL ACCESS
93151503,GENERAL ACUTE CARE
93852537,CRITICAL ACCESS
94251640,CRITICAL ACCESS
10248342,GENERAL ACUTE CARE
94350638,CRITICAL ACCESS
94452052,CRITICAL ACCESS
94550423,CRITICAL ACCESS
12560515,GENERAL ACUTE CARE
1460123,GENERAL ACUTE CARE
10660123,GENERAL ACUTE CARE
3960202,GENERAL ACUTE CARE
360435,GENERAL ACUTE CARE
7560901,GENERAL ACUTE CARE
13661856,CRITICAL ACCESS
794501,GENERAL ACUTE CARE
188180634,GENERAL ACUTE CARE
2031522,PSYCHIATRIC
831405,LONG TERM CARE
2581416,GENERAL ACUTE CARE
8580734,CRITICAL ACCESS
5480459,CRITICAL ACCESS
10730453,CRITICAL ACCESS
10930458,GENERAL ACUTE CARE
15330904,GENERAL ACUTE CARE
19930906,PSYCHIATRIC
21530909,LONG TERM CARE
19046805,PSYCHIATRIC
11231021,GENERAL ACUTE CARE
12531717,GENERAL ACUTE CARE
4128093,GENERAL ACUTE CARE
11930673,GENERAL ACUTE CARE
21970508,SPECIAL
12370065,PSYCHIATRIC
18170128,LONG TERM CARE
49193561,GENERAL ACUTE CARE
13746904,GENERAL ACUTE CARE
19247250,GENERAL ACUTE CARE
6470748,PSYCHIATRIC
