ID,NAICS_CODE,NAICS_DESC
17662439,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
173159,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17962626,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
599664,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1999929,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8437083,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8938118,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
919958,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8238301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7637403,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
4759102,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
819805,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5537096,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5738501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18138301,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
267002,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10366067,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9767748,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9467560,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4267846,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2667502,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
196734,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15666097,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11967752,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13067578,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13466606,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
15767156,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14267152,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12440232,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
596950,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1276012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1776227,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2478705,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3478336,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5079606,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6575551,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7277704,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8376230,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8676424,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10178834,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
76232505,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13575835,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13775204,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15475115,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14075235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14175235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14375235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
80533073,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
82333328,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
81933321,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18079902,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
20576132,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21575035,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22976043,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
26177082,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
26477030,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
26677024,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
26977004,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
28177006,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
29977342,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
30277338,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
30875039,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
31175766,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
31478026,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
32877339,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
33579331,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
35379412,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
38376667,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
97962702,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
98062471,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
43175093,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
44078377,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
44478582,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
47678222,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
49376092,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
50677479,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
51577591,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
52177384,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
52277384,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
100962263,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
53476262,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
55475165,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
56877488,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
57575979,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
136177657,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
137175034,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
137779045,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
143777027,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
48,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
71472858,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
71578249,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4877414,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
72577584,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
73475082,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9976520,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
74375006,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
123444120,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
123745662,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
75677479,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
76277389,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
128345040,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
78178503,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
79478404,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
122045213,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
127445237,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
80676034,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
147322801,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
147522664,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
157767701,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1074464,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2987327,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3174571,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13829209,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
149198168,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
9668701,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
153482801,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
92,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
28377087,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
31777450,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
41677505,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
48777384,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
58775235,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
140975461,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5530467,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
77077090,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
77277375,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
82278665,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
39679347,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
47278240,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
1396755,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1878751,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
3676011,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
12778414,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
18579905,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
25077004,622210,HOSPITALS PSYCHIATRIC (EXCEPT CONVALESCENT)
27277021,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
27677090,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
45375785,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
46778229,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
58275228,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
134675010,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
141876022,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
75777407,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
78478503,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
78777701,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
1796763,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
1896816,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
2496817,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
14875237,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
38275149,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
42575075,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
44275080,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
46678240,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
48877384,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
49577478,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
51875501,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
56378596,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
139378704,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
140678130,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
72278251,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
77477598,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
82078041,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
6677401,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
21976132,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
28077090,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
54175701,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
78578539,622310,MATERNITY HOSPITALS
5235462,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9735609,622210,HOSPITALS PSYCHIATRIC (EXCEPT CONVALESCENT)
335211,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8736033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
552136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1583221,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2983854,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5483854,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7460624,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
99760622,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4060640,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6362040,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16862249,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15761443,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13092028,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2793001,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
26991360,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
31795687,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
36794558,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
694501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
52394538,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5690301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7690701,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
4680918,622210,HOSPITALS PSYCHIATRIC (EXCEPT CONVALESCENT)
6680461,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6281036,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15491733,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
24790033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
38190095,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10092262,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
37892501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
37992555,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
44492562,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
44592595,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
39994403,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
42796001,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
32093514,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
27694904,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
27595340,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
8093720,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22793306,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22893240,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
39393301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
27195521,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
41595501,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
12092243,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
34992227,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
31393906,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7792627,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13492708,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
31492663,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
52892805,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10495350,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
31895993,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
43293257,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6531728,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5331030,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12631082,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17830312,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4180130,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
580011,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
780229,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
10531329,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7930635,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8030401,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16530165,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
192643209,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
6630650,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18931907,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
18230901,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
20531210,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
5431063,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3331602,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
1828425,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
74995441,622210,HOSPITALS PSYCHIATRIC (EXCEPT CONVALESCENT)
360107,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
4260085,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
86,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14970346,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
19570380,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8470363,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1370510,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18270070,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5671291,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
7971291,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14170506,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12071303,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
15471301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7371270,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7071295,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10770586,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21070775,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2171112,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
4371446,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9771446,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
16571449,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2470726,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
14570578,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9270435,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17170458,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
454311,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11570403,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
11970815,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12670605,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
20870663,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
971101,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
1453715,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
8653227,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
3392311,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6791710,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10192392,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
23991764,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2692128,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
35892105,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
38792110,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
39893401,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
51793003,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
594602,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13694538,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
49294601,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
49494578,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
1993534,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2491724,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
9890505,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
12391436,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17290027,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
23491791,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
24890502,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
40495128,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16093309,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11496122,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
35195971,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
41696020,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
48996160,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17392647,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
35092670,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
52792705,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22193291,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
50393274,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13531406,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
18631406,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
1327704,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8828117,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15247904,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1027804,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1128401,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5470115,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
16770131,622210,HOSPITALS PSYCHIATRIC (EXCEPT CONVALESCENT)
10071303,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
2270648,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
270427,622310,EXTENDED CARE HOSPITALS (EXCEPT MENTAL SUBSTANCE ABUSE)
10471103,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15654985,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
70292311,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
70695354,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
71592028,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
72990231,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
73395307,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
82731014,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3153704,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
83331093,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
83830501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
84130281,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
84630655,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
85131603,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
85231201,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
85631023,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
86030084,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
84931634,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
85330223,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
86130308,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
86430096,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
86530329,622110,CHILDREN'S HOSPITALS GENERAL
87431061,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
88131520,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
88330046,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
88631036,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
88931545,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
150554451,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
89730474,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
89230240,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
152453578,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
162471106,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
159270517,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
175740511,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
29177054,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12595926,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
163370518,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
2531021,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2694553,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3391343,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2795655,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
162571457,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
163870403,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
163270448,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
59192354,622110,CHILDREN'S HOSPITALS GENERAL
59294158,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12695926,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
13195969,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
33295966,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
44896080,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3492357,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8492411,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18592335,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9980631,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3592161,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
28170072,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
